"TEXT","TEXT","TEXT"
"YElizabeth05","Konklux","1.0"
"YElizabeth05","Matsoft","1.0"
"YElizabeth05","Opela","3.0"
"YElizabeth05","Tempsoft","2.0"
"YElizabeth05","Trippledex","1.2"
"SJames2004","Flexidy","1.1"
"SJames2004","Ronstring","2.0"
"SJames2004","Temp","1.2"
"SJames2004","Vagram","1.0"
"SJames2004","Veribet","1.2"
"SJames2004","Y-find","1.0"
"LynchJ98","Biodex","2.0"
"LynchJ98","Cardify","1.0"
"LynchJ98","It","1.0"
"LynchJ98","Latlux","3.0"
"GeorgeR","Asoka","2.0"
"GeorgeR","Fintone","2.1"
"GeorgeR","Fix San","1.0"
"GeorgeR","Konklab","1.0"
"GeorgeR","Konklux","3.0"
"GeorgeR","Namfix","1.2"
"GeorgeR","Voltsillam","2.0"
"GeorgeR","Y-find","2.1"
"GeorgeR","Zamit","3.0"
"PPatrick","Aerified","1.1"
"PPatrick","Asoka","2.1"
"PPatrick","Keylex","2.1"
"PPatrick","Viva","2.0"
"PPatrick","Zathin","2.1"
"TJeffrey04","It","3.0"
"TJeffrey04","Konklux","1.2"
"TJeffrey04","Prodder","3.0"
"TJeffrey04","Quo Lux","1.0"
"TJeffrey04","Ronstring","1.2"
"TJeffrey04","Span","2.1"
"TJeffrey04","Tempsoft","1.0"
"TJeffrey04","Y-Solowarm","3.0"
"HamiltonR05","Flowdesk","1.1"
"HamiltonR05","Hatity","1.1"
"HamiltonR05","Holdlamis","2.1"
"HamiltonR05","Mat Lam Tam","1.0"
"HamiltonR05","Redhold","3.0"
"HamiltonR05","Span","2.1"
"MatthewsJ2010","Alpha","1.2"
"MatthewsJ2010","Fixflex","1.0"
"MatthewsJ2010","Keylex","1.0"
"MatthewsJ2010","Lotstring","1.1"
"MatthewsJ2010","Mat Lam Tam","3.0"
"MatthewsJ2010","Sub-Ex","2.1"
"MatthewsJ2010","Y-find","1.2"
"LHeather2012","Cardguard","3.0"
"LHeather2012","Fix San","1.2"
"LHeather2012","Ronstring","1.1"
"NSandra93","Alphazap","2.0"
"NSandra93","Flexidy","1.1"
"NSandra93","Gembucket","2.1"
"NSandra93","Wrapsafe","1.1"
"NSandra93","Y-find","1.2"
"MGregory","Daltfresh","1.1"
"MGregory","Duobam","1.1"
"MGregory","Prodder","1.0"
"LawsonJ09","Temp","1.1"
"LawsonJ09","Transcof","1.1"
"LawsonJ09","Y-find","2.0"
"AndreaM2001","Fixflex","2.0"
"AndreaM2001","Flowdesk","3.0"
"AndreaM2001","Y-Solowarm","1.0"
"LeeM2006","Andalax","2.1"
"LeeM2006","Duobam","1.0"
"LeeM2006","Tin","2.1"
"LeeM2006","Toughjoyfax","3.0"
"LeeM2006","Zaam-Dox","1.2"
"LeeM2006","Zoolab","1.1"
"SandraB02","Bamity","2.0"
"SandraB02","Fix San","1.1"
"SandraB02","Toughjoyfax","1.1"
"SandraB02","Tres-Zap","1.0"
"SandraB02","Viva","1.1"
"AllenF","Daltfresh","2.1"
"AllenF","Stringtough","2.0"
"AllenF","Subin","1.1"
"SWillie","Job","1.2"
"SWillie","Zaam-Dox","2.0"
"SWillie","Zontrax","2.0"
"EdwardsP07","Flexidy","2.1"
"EdwardsP07","It","1.2"
"EdwardsP07","Y-Solowarm","2.1"
"MRose","Alphazap","2.0"
"MRose","Konklux","1.0"
"MRose","Regrant","1.0"
"MRose","Stringtough","3.0"
"MRose","Tampflex","1.1"
"MRose","Treeflex","1.0"
"MRose","Veribet","1.1"
"MRose","Wrapsafe","2.1"
"MRose","Zaam-Dox","1.2"
"WMark","Aerified","2.1"
"WMark","Bitchip","1.0"
"WMark","Konklux","2.1"
"WMark","Latlux","1.1"
"WMark","Tampflex","2.0"
"WMark","Zoolab","2.0"
"SVictor","Lotlux","1.2"
"KevinD1999","Flexidy","1.1"
"KevinD1999","Hatity","2.0"
"KevinD1999","Solarbreeze","1.0"
"KevinD1999","Stim","1.0"
"KevinD1999","Viva","2.0"
"FJean99","Duobam","1.2"
"FJean99","Fix San","3.0"
"FJean99","Flexidy","2.0"
"FJean99","Keylex","3.0"
"FJean99","Konklux","2.0"
"FJean99","Namfix","3.0"
"FJean99","Subin","1.1"
"AFoo2005","Ronstring","1.0"
"AFoo2005","Ronstring","2.1"
"AFoo2005","Span","1.0"
"AFoo2005","Tres-Zap","1.1"
"PerezJ10","Regrant","1.0"
"JosephB99","Aerified","3.0"
"JosephB99","Transcof","1.1"
"AKhoo2006","Overhold","1.1"
"AKhoo2006","Redhold","3.0"
"AKhoo2006","Stringtough","1.0"
"RNancy04","Fintone","1.0"
"RNancy04","Pannier","2.1"
"RNancy04","Regrant","1.1"
"RNancy04","Stringtough","3.0"
"TDaniel93","Overhold","1.2"
"TDaniel93","Quo Lux","3.0"
"ArmstrongM00","Cookley","1.0"
"ArmstrongM00","Greenlam","1.0"
"ArmstrongM00","Namfix","2.1"
"ArmstrongM00","Voltsillam","1.2"
"ArmstrongM00","Voltsillam","2.1"
"ArmstrongM00","Zathin","2.1"
"JohnsonJ2001","Andalax","3.0"
"JohnsonJ2001","Fixflex","2.0"
"JohnsonJ2001","Matsoft","1.1"
"JohnsonJ2001","Stim","2.1"
"GEric96","Fintone","1.0"
"GEric96","Konklab","2.0"
"DanielsJ","Bitwolf","1.2"
"DanielsJ","Cardify","1.0"
"DanielsJ","Konklab","1.0"
"DanielsJ","Redhold","3.0"
"JesseG1995","Alphazap","3.0"
"JesseG1995","Gembucket","1.2"
"JesseG1995","Temp","2.0"
"ButlerD","Daltfresh","1.1"
"ButlerD","Fix San","1.0"
"ButlerD","Otcom","1.2"
"ButlerD","Ventosanzap","1.1"
"ButlerD","Y-Solowarm","1.2"
"MMark96","Duobam","1.2"
"MMark96","Lotlux","1.1"
"MMark96","Zontrax","1.0"
"BTina06","Bigtax","1.1"
"BTina06","Greenlam","2.0"
"BTina06","Tresom","1.1"
"BTina06","Viva","1.0"
"BTina06","Y-find","2.1"
"CHughes07","Fixflex","1.2"
"CHughes07","Prodder","2.0"
"CHughes07","Ronstring","1.1"
"CHughes07","Stim","2.1"
"CHughes07","Vagram","3.0"
"DanielsF03","Fixflex","2.1"
"DanielsF03","Gembucket","3.0"
"DanielsF03","Redhold","3.0"
"DanielsF03","Tempsoft","2.0"
"DanielsF03","Tempsoft","2.1"
"GregoryB2007","Span","1.2"
"GregoryB2007","Tin","2.1"
"GregoryB2007","Transcof","1.2"
"HKenneth","Pannier","1.2"
"HKenneth","Sonair","3.0"
"HKenneth","Stringtough","3.0"
"EBonnie06","Mat Lam Tam","2.0"
"EBonnie06","Quo Lux","2.1"
"EBonnie06","Transcof","1.1"
"EBonnie06","Vagram","1.1"
"RiveraT","Fintone","1.0"
"RiveraT","Holdlamis","1.0"
"RiveraT","Transcof","2.1"
"RiveraT","Zoolab","2.0"
"SchmidtT2006","Hatity","1.0"
"SchmidtT2006","Konklux","2.0"
"SchmidtT2006","Lotlux","1.2"
"SchmidtT2006","Voltsillam","1.2"
"AnnaG2005","Asoka","2.1"
"StephensC","Cardify","2.0"
"StephensC","Keylex","1.0"
"StephensC","Prodder","1.1"
"StephensC","Sonair","2.1"
"StephensC","Tresom","1.2"
"StephensC","Ventosanzap","3.0"
"EvelynH","Cookley","2.1"
"EvelynH","Kanlam","2.1"
"EvelynH","Span","1.0"
"EvelynH","Tres-Zap","3.0"
"MarthaG2010","It","3.0"
"MarthaG2010","Redhold","1.1"
"RalphA2008","Daltfresh","1.1"
"RalphA2008","Span","1.1"
"RalphA2008","Vagram","3.0"
"RalphA2008","Viva","1.0"
"RalphA2008","Wrapsafe","1.1"
"RalphA2008","Y-find","1.2"
"RalphA2008","Y-find","2.1"
"LJoshua","Bitwolf","1.0"
"LJoshua","Fix San","1.2"
"LJoshua","Fix San","3.0"
"LJoshua","Temp","1.1"
"FJudith","Cardguard","1.1"
"FJudith","Cardify","1.0"
"FJudith","Daltfresh","1.2"
"FJudith","Fix San","2.0"
"FJudith","Hatity","3.0"
"FJudith","Subin","2.1"
"FJudith","Temp","2.0"
"FJudith","Zoolab","1.0"
"DorisH","Holdlamis","3.0"
"DorisH","Konklux","2.1"
"DorisH","Otcom","3.0"
"DorisH","Zontrax","2.0"
"VictorO00","Alphazap","2.0"
"VictorO00","Cookley","2.1"
"VictorO00","Job","2.1"
"VictorO00","Lotlux","1.1"
"DavidR2005","Gembucket","3.0"
"DavidR2005","Lotstring","1.1"
"DavidR2005","Stringtough","1.2"
"DavidR2005","Transcof","3.0"
"TammyE","Fix San","2.0"
"RNancy2010","Keylex","3.0"
"RNancy2010","Mat Lam Tam","1.2"
"RNancy2010","Quo Lux","1.0"
"RNancy2010","Sonair","3.0"
"RNancy2010","Y-Solowarm","3.0"
"PatrickR00","Lotstring","1.0"
"PatrickR00","Subin","1.1"
"PatrickR00","Ventosanzap","1.0"
"PatrickR00","Veribet","3.0"
"BrooksD","Alpha","1.2"
"BrooksD","Cardify","1.1"
"BrooksD","Cardify","1.2"
"BrooksD","Holdlamis","1.0"
"BrooksD","Ronstring","1.2"
"BrooksD","Sonsing","1.1"
"LJulie","Tres-Zap","2.1"
"WijayaE","Cardify","1.2"
"WijayaE","Cookley","3.0"
"WijayaE","Daltfresh","2.1"
"WijayaE","Lotstring","1.2"
"WijayaE","Ventosanzap","1.0"
"WijayaE","Ventosanzap","1.1"
"WijayaE","Voyatouch","2.1"
"WijayaE","Zoolab","1.1"
"FoxR98","Aerified","2.1"
"FoxR98","Matsoft","1.1"
"FoxR98","Temp","1.1"
"FoxR98","Treeflex","1.0"
"FoxR98","Treeflex","3.0"
"FoxR98","Y-find","2.0"
"NelsonS05","Matsoft","1.0"
"HRussell95","Bamity","1.2"
"HRussell95","Biodex","2.0"
"HRussell95","Daltfresh","2.1"
"HRussell95","Opela","1.0"
"HRussell95","Overhold","3.0"
"HRussell95","Zaam-Dox","1.2"
"RKathy","Keylex","2.1"
"RKathy","Ronstring","2.0"
"WDaniel2003","Home Ing","1.2"
"WDaniel2003","Quo Lux","1.2"
"SharonK11","Gembucket","2.1"
"SharonK11","Otcom","1.0"
"SharonK11","Solarbreeze","2.1"
"SharonK11","Y-Solowarm","2.0"
"DayJ","Fix San","1.2"
"DayJ","Latlux","1.2"
"DayJ","Subin","1.1"
"OoiJ","Bamity","1.0"
"OoiJ","Bitwolf","3.0"
"OoiJ","Hatity","2.1"
"OoiJ","Toughjoyfax","1.2"
"OoiJ","Transcof","1.2"
"OoiJ","Veribet","3.0"
"OoiJ","Voltsillam","2.1"
"TPamela","Sonair","2.1"
"TPamela","Stim","2.1"
"TPamela","Stringtough","1.0"
"TPamela","Tempsoft","2.1"
"KathrynL95","Holdlamis","1.1"
"KathrynL95","It","2.1"
"KathrynL95","Konklab","2.0"
"KathrynL95","Otcom","1.0"
"WatkinsA","Bigtax","2.1"
"WatkinsA","Gembucket","3.0"
"WatkinsA","Hatity","3.0"
"WatkinsA","Subin","2.1"
"WatkinsA","Viva","3.0"
"WatkinsA","Voltsillam","2.0"
"ErnestM13","Alpha","1.1"
"ErnestM13","Alpha","3.0"
"ErnestM13","Cardify","1.1"
"ErnestM13","Daltfresh","1.0"
"ErnestM13","Duobam","3.0"
"ErnestM13","Greenlam","1.2"
"ErnestM13","Treeflex","1.1"
"ErnestM13","Y-Solowarm","2.1"
"StanleyE11","Bitwolf","3.0"
"StanleyE11","Flowdesk","1.0"
"StanleyE11","Latlux","1.1"
"StanleyE11","Prodder","2.0"
"StanleyE11","Tempsoft","1.0"
"StanleyE11","Veribet","3.0"
"StanleyE11","Voyatouch","2.0"
"HEvans07","Greenlam","2.0"
"HEvans07","Namfix","1.0"
"HEvans07","Redhold","2.1"
"WReid","Aerified","1.0"
"WReid","Cookley","1.1"
"WReid","Greenlam","3.0"
"WReid","Konklab","3.0"
"WReid","Lotstring","1.2"
"BJean1994","Keylex","1.2"
"BJean1994","Pannier","1.0"
"BJean1994","Regrant","3.0"
"BJean1994","Stringtough","3.0"
"MurrayJ2005","Bamity","1.2"
"MurrayJ2005","Fixflex","1.2"
"MurrayJ2005","Konklab","3.0"
"MurrayJ2005","Mat Lam Tam","2.1"
"MurrayJ2005","Otcom","1.0"
"MurrayJ2005","Regrant","1.2"
"MurrayJ2005","Y-Solowarm","1.0"
"GMargaret","Viva","1.1"
"GMargaret","Zathin","1.2"
"JWillie99","Bitchip","1.0"
"JWillie99","Bitwolf","1.2"
"JWillie99","Opela","3.0"
"JWillie99","Solarbreeze","2.1"
"JWillie99","Zaam-Dox","1.2"
"WAlan06","Asoka","2.1"
"WAlan06","Solarbreeze","2.0"
"KevinO2004","Bitchip","2.0"
"KevinO2004","Fixflex","1.2"
"KevinO2004","Gembucket","1.2"
"KevinO2004","Holdlamis","1.1"
"KevinO2004","Viva","2.1"
"KevinO2004","Zaam-Dox","1.2"
"DennisG2008","Duobam","1.2"
"WayneS2004","Konklab","1.2"
"WayneS2004","Quo Lux","1.0"
"WayneS2004","Regrant","2.0"
"WayneS2004","Span","1.0"
"WRuiz98","Fixflex","2.0"
"WRuiz98","Mat Lam Tam","1.1"
"WRuiz98","Pannier","2.1"
"WRuiz98","Sonair","3.0"
"WRuiz98","Vagram","2.0"
"RCatherine2009","Flexidy","1.2"
"RCatherine2009","Solarbreeze","3.0"
"RCatherine2009","Temp","1.0"
"RCatherine2009","Wrapsafe","1.2"
"DOoi","Alpha","2.0"
"DOoi","Fix San","2.0"
"DOoi","Namfix","1.0"
"DOoi","Pannier","1.0"
"DOoi","Subin","1.2"
"DOoi","Toughjoyfax","2.1"
"CAlan00","Alphazap","2.0"
"CAlan00","Bigtax","1.1"
"CAlan00","Fixflex","1.1"
"CAlan00","Konklux","2.0"
"CAlan00","Stronghold","1.2"
"TammyA1994","Namfix","1.0"
"TammyA1994","Quo Lux","2.0"
"TammyA1994","Ronstring","2.1"
"TammyA1994","Wrapsafe","1.1"
"TammyA1994","Zamit","1.2"
"MurrayM1998","Namfix","1.1"
"MurrayM1998","Quo Lux","1.0"
"MurrayM1998","Stim","2.1"
"MurrayM1998","Sub-Ex","1.0"
"MurrayM1998","Y-Solowarm","3.0"
"HJoshua1994","Aerified","1.1"
"HJoshua1994","Bitwolf","3.0"
"HJoshua1994","Flexidy","1.2"
"HJoshua1994","Stim","3.0"
"HJoshua1994","Subin","1.0"
"KWayne","Opela","1.0"
"KWayne","Subin","1.1"
"KWayne","Zamit","2.1"
"KennethC1995","Alpha","2.1"
"KennethC1995","Hatity","1.1"
"KennethC1995","Y-find","1.2"
"MMarie","Bigtax","3.0"
"MMarie","Bitchip","3.0"
"MMarie","Veribet","3.0"
"MMarie","Viva","2.0"
"MMarie","Y-find","1.1"
"PaulK","Asoka","2.0"
"PaulK","Job","2.1"
"PaulK","Konklux","2.1"
"StephenP01","Flowdesk","1.2"
"StephenP01","Gembucket","3.0"
"StephenP01","Namfix","1.2"
"StephenP01","Stronghold","1.0"
"StephenP01","Trippledex","2.1"
"StephenP01","Zamit","2.0"
"WLisa2011","Alpha","1.0"
"WLisa2011","Span","1.2"
"WLisa2011","Toughjoyfax","3.0"
"WLisa2011","Voltsillam","1.0"
"BeverlyD2011","Aerified","2.0"
"BeverlyD2011","Hatity","1.2"
"BeverlyD2011","Tresom","2.0"
"SDavid","Biodex","1.1"
"SDavid","Cardguard","2.0"
"SDavid","It","2.0"
"SDavid","Redhold","1.0"
"HRonald2010","Daltfresh","1.1"
"HRonald2010","Gembucket","3.0"
"HRonald2010","Tempsoft","1.0"
"HRonald2010","Voltsillam","1.2"
"WellsT1999","Quo Lux","3.0"
"WellsT1999","Sonair","3.0"
"WellsT1999","Tampflex","2.0"
"WellsT1999","Tresom","1.1"
"RShirley97","Aerified","1.0"
"RShirley97","Fintone","1.2"
"RShirley97","Treeflex","1.0"
"JohnnyR2006","Alpha","1.1"
"JohnnyR2006","Biodex","2.0"
"JohnnyR2006","Opela","1.2"
"JohnnyR2006","Tempsoft","1.0"
"JohnnyR2006","Transcof","1.2"
"JohnnyR2006","Vagram","2.1"
"JohnnyR2006","Voltsillam","1.0"
"JohnnyR2006","Zoolab","2.1"
"LGregory95","Keylex","1.0"
"LGregory95","Regrant","1.0"
"LGregory95","Ronstring","1.0"
"LGregory95","Sonair","2.0"
"LGregory95","Viva","1.2"
"LGregory95","Y-find","2.1"
"JaniceS12","Alphazap","3.0"
"JaniceS12","Flowdesk","1.2"
"JaniceS12","Job","1.0"
"JaniceS12","Regrant","1.1"
"JaniceS12","Span","1.1"
"JaniceS12","Toughjoyfax","3.0"
"JaniceS12","Trippledex","2.1"
"DFox","It","2.1"
"DFox","Job","3.0"
"DFox","Mat Lam Tam","2.1"
"DFox","Regrant","1.0"
"DFox","Treeflex","1.0"
"BobbyA2009","Fixflex","2.0"
"BobbyA2009","Pannier","2.1"
"BobbyA2009","Sonsing","1.1"
"BobbyA2009","Tempsoft","2.0"
"BobbyA2009","Zoolab","3.0"
"MTheresa","Gembucket","1.2"
"MTheresa","Keylex","1.2"
"MTheresa","Vagram","3.0"
"MTheresa","Y-Solowarm","2.0"
"MTheresa","Zaam-Dox","1.1"
"AAlbert","Alphazap","1.1"
"AAlbert","Flexidy","1.1"
"AAlbert","Quo Lux","1.1"
"AAlbert","Sonair","2.1"
"AAlbert","Tampflex","1.1"
"AAlbert","Y-Solowarm","3.0"
"CGardner1999","Alpha","2.0"
"CGardner1999","Flexidy","2.0"
"CGardner1999","Latlux","3.0"
"CGardner1999","Stringtough","1.0"
"DianaH06","It","1.0"
"DianaH06","Matsoft","1.0"
"DianaH06","Tampflex","2.0"
"RWalter02","Otcom","1.2"
"RWalter02","Stim","1.0"
"RWalter02","Temp","1.2"
"RWalter02","Voyatouch","2.0"
"RWalter02","Y-find","1.2"
"TaylorE","Biodex","2.0"
"TaylorE","Mat Lam Tam","3.0"
"TaylorE","Stronghold","1.0"
"TaylorE","Zaam-Dox","2.0"
"BMills2011","Gembucket","2.0"
"BMills2011","Quo Lux","1.2"
"BMills2011","Sonsing","3.0"
"BMills2011","Veribet","1.0"
"FordG94","Kanlam","1.0"
"FordG94","Lotstring","2.1"
"FordG94","Solarbreeze","2.0"
"FordG94","Trippledex","1.1"
"FordG94","Y-find","1.2"
"RuthJ2003","Latlux","3.0"
"RuthJ2003","Voyatouch","3.0"
"HAdam09","Mat Lam Tam","2.1"
"HAdam09","Stringtough","1.2"
"HAdam09","Trippledex","1.0"
"HAdam09","Ventosanzap","1.2"
"JeremyO","Alphazap","2.0"
"JeremyO","Subin","1.1"
"GloriaC02","Cardify","1.1"
"GloriaC02","Fintone","1.2"
"GloriaC02","Stringtough","1.0"
"GloriaC02","Tres-Zap","1.0"
"GloriaC02","Zontrax","2.0"
"DebraS98","Latlux","1.0"
"DebraS98","Zoolab","1.0"
"KhooW","Mat Lam Tam","1.2"
"KhooW","Overhold","1.1"
"KhooW","Stronghold","3.0"
"KhooW","Subin","1.1"
"KhooW","Tin","2.1"
"HernandezT","Fixflex","1.0"
"HernandezT","Hatity","1.1"
"RLouise2000","Fintone","2.1"
"RLouise2000","Holdlamis","1.0"
"RLouise2000","Kanlam","1.1"
"RLouise2000","Kanlam","1.2"
"RLouise2000","Stronghold","1.2"
"RLouise2000","Toughjoyfax","3.0"
"MariaM","Namfix","3.0"
"MariaM","Toughjoyfax","1.2"
"MariaM","Tresom","1.1"
"WDorothy99","Holdlamis","1.1"
"WDorothy99","Job","3.0"
"WDorothy99","Kanlam","1.0"
"RJoseph","Viva","1.0"
"RJoseph","Viva","1.1"
"AndersonT2007","Bigtax","2.1"
"AndersonT2007","Kanlam","1.0"
"AndersonT2007","Stringtough","1.1"
"AndersonT2007","Ventosanzap","1.0"
"GeorgeK95","Mat Lam Tam","1.2"
"GeorgeK95","Quo Lux","1.0"
"GeorgeK95","Sonsing","1.1"
"GeorgeK95","Toughjoyfax","1.1"
"GeorgeK95","Voltsillam","2.1"
"EmilyW08","Alpha","2.1"
"EmilyW08","Daltfresh","2.1"
"EmilyW08","Gembucket","1.1"
"EmilyW08","Namfix","1.1"
"EmilyW08","Overhold","2.1"
"EmilyW08","Solarbreeze","3.0"
"JimmyH","Alpha","1.2"
"JimmyH","Alpha","2.0"
"JimmyH","Domainer","1.0"
"JimmyH","Flowdesk","3.0"
"JimmyH","Mat Lam Tam","3.0"
"JimmyH","Quo Lux","1.0"
"RMildred","Voyatouch","2.1"
"BurtonB2008","Cardguard","1.2"
"BurtonB2008","Keylex","3.0"
"BurtonB2008","Latlux","1.2"
"BurtonB2008","Overhold","3.0"
"BurtonB2008","Sonsing","3.0"
"BurtonB2008","Subin","1.0"
"BurtonB2008","Tin","3.0"
"DeanA94","Bamity","1.2"
"DeanA94","Otcom","2.0"
"BillyE98","Alphazap","3.0"
"BillyE98","Bigtax","1.1"
"BillyE98","Bitchip","2.0"
"BillyE98","Cardify","1.2"
"BillyE98","Daltfresh","2.0"
"BillyE98","Fintone","2.0"
"BillyE98","Home Ing","2.0"
"BillyE98","Toughjoyfax","3.0"
"BillyE98","Veribet","2.1"
"WeeT07","Greenlam","1.0"
"WeeT07","It","2.1"
"WeeT07","Tres-Zap","1.0"
"WeeT07","Y-find","1.2"
"JRose06","Duobam","1.2"
"JRose06","Tres-Zap","1.2"
"JRose06","Trippledex","2.1"
"BobbyW01","Alphazap","2.1"
"BobbyW01","Cardify","1.0"
"BobbyW01","Prodder","2.0"
"BobbyW01","Span","1.0"
"BobbyW01","Stringtough","1.2"
"BobbyW01","Ventosanzap","1.1"
"MJoshua2003","Andalax","2.0"
"MJoshua2003","Holdlamis","3.0"
"MJoshua2003","Prodder","1.2"
"MJoshua2003","Tin","1.1"
"MJoshua2003","Tres-Zap","1.0"
"MJoshua2003","Veribet","1.0"
"HarveyM2006","Bamity","2.0"
"HarveyM2006","Cardguard","3.0"
"HarveyM2006","Tempsoft","1.1"
"RoyL2003","Opela","3.0"
"RoyL2003","Redhold","2.1"
"CastilloS1995","Flowdesk","1.0"
"CastilloS1995","Konklab","1.2"
"CastilloS1995","Opela","1.2"
"CastilloS1995","Subin","2.1"
"CastilloS1995","Wrapsafe","2.1"
"CastilloS1995","Y-Solowarm","1.2"
"CastilloS1995","Zamit","1.0"
"GJimmy2007","Biodex","2.0"
"GJimmy2007","Transcof","1.2"
"GJimmy2007","Voyatouch","2.1"
"AmandaR","Duobam","1.1"
"AmandaR","Subin","2.0"
"AmandaR","Viva","2.0"
"StanleyF","Biodex","1.0"
"StanleyF","Konklab","1.0"
"StanleyF","Konklux","1.2"
"StanleyF","Lotstring","1.2"
"StanleyF","Voltsillam","2.1"
"HunterS1998","Duobam","1.2"
"HunterS1998","Fintone","1.0"
"HunterS1998","Latlux","1.0"
"HunterS1998","Mat Lam Tam","1.2"
"HunterS1998","Prodder","1.2"
"DiazG","Daltfresh","1.1"
"DiazG","Greenlam","1.0"
"DiazG","Lotstring","1.0"
"DiazG","Ronstring","1.1"
"DiazG","Trippledex","2.0"
"StanleyJ","Fixflex","2.0"
"StanleyJ","Konklux","3.0"
"StanleyJ","Quo Lux","2.0"
"StanleyJ","Span","2.1"
"StanleyJ","Vagram","2.1"
"WLong02","Bytecard","2.0"
"WLong02","Fintone","1.2"
"WLong02","Namfix","1.0"
"WLong02","Opela","2.0"
"WLong02","Ronstring","1.1"
"WLong02","Veribet","2.1"
"LLaura2011","Asoka","1.0"
"LLaura2011","Latlux","1.1"
"LLaura2011","Overhold","1.2"
"LLaura2011","Regrant","1.2"
"LLaura2011","Tres-Zap","1.2"
"LLaura2011","Viva","3.0"
"ReyesC04","Konklab","2.0"
"ReyesC04","Opela","1.1"
"ReyesC04","Treeflex","1.1"
"FreemanA1996","Kanlam","1.1"
"FreemanA1996","Matsoft","1.2"
"FreemanA1996","Opela","2.0"
"FreemanA1996","Temp","1.1"
"FreemanA1996","Toughjoyfax","1.2"
"FreemanA1996","Toughjoyfax","2.0"
"KKatherine97","Fintone","2.0"
"KKatherine97","Konklab","2.0"
"KKatherine97","Stim","1.1"
"KKatherine97","Tampflex","3.0"
"KKatherine97","Tin","1.0"
"KKatherine97","Transcof","1.1"
"KKatherine97","Tres-Zap","1.1"
"MitchellM04","Cardify","1.1"
"MitchellM04","Duobam","1.2"
"ACheryl2002","Lotlux","1.2"
"ACheryl2002","Sonair","1.0"
"ACheryl2002","Tampflex","2.1"
"BJohn04","Aerified","1.2"
"BJohn04","Home Ing","2.0"
"BJohn04","Stronghold","2.0"
"BJohn04","Tempsoft","1.2"
"BJohn04","Trippledex","2.0"
"GJohn00","Redhold","1.2"
"GJohn00","Temp","1.2"
"GJohn00","Tin","2.0"
"GJohn00","Toughjoyfax","3.0"
"BHarry2005","It","1.0"
"BHarry2005","Pannier","2.0"
"BHarry2005","Tin","1.2"
"BHarry2005","Transcof","1.0"
"BHarry2005","Voyatouch","2.0"
"BHarry2005","Zathin","1.2"
"MAnnie06","Aerified","1.2"
"MAnnie06","Sonair","2.1"
"BFrances96","Fixflex","2.0"
"BFrances96","Hatity","3.0"
"BFrances96","Namfix","3.0"
"BFrances96","Prodder","1.2"
"BFrances96","Stringtough","2.0"
"TJoseph1995","Bitwolf","2.0"
"TJoseph1995","Domainer","1.0"
"TJoseph1995","Latlux","1.2"
"TJoseph1995","Lotstring","2.1"
"TJoseph1995","Pannier","1.0"
"TJoseph1995","Sonair","2.0"
"TJoseph1995","Veribet","1.0"
"JKeith93","Bamity","3.0"
"JKeith93","Namfix","1.0"
"JKeith93","Solarbreeze","2.1"
"JKeith93","Stringtough","1.2"
"JKeith93","Temp","1.2"
"JKeith93","Tempsoft","1.1"
"BarbaraT","Bigtax","2.1"
"BarbaraT","Kanlam","3.0"
"BradleyH97","Andalax","1.1"
"BradleyH97","Konklab","1.0"
"BradleyH97","Transcof","2.1"
"KLittle01","Veribet","2.1"
"KLittle01","Y-Solowarm","1.0"
"WalterC01","Andalax","2.1"
"WalterC01","Asoka","1.0"
"WalterC01","Fix San","1.2"
"WalterC01","Job","1.0"
"WalterC01","Keylex","2.1"
"WalterC01","Zaam-Dox","1.1"
"WalterC01","Zaam-Dox","1.2"
"MFlores09","Temp","2.0"
"MFlores09","Tin","1.0"
"FMatthew08","Duobam","1.0"
"FMatthew08","Fix San","1.0"
"FMatthew08","Hatity","1.0"
"FMatthew08","Hatity","1.2"
"FMatthew08","Job","1.0"
"FMatthew08","Latlux","3.0"
"FMatthew08","Solarbreeze","1.1"
"FMatthew08","Stringtough","1.2"
"FMatthew08","Subin","2.1"
"FMatthew08","Transcof","1.1"
"AnneG","Aerified","1.2"
"AnneG","Asoka","1.0"
"AnneG","Cardguard","1.2"
"AnneG","Cardguard","2.0"
"AnneG","Cardify","1.0"
"AnneG","Flexidy","2.0"
"AnneG","It","1.0"
"AnneG","Matsoft","2.1"
"AnneG","Quo Lux","1.2"
"DorothyH98","Bitwolf","2.1"
"DorothyH98","Cardguard","1.0"
"DorothyH98","It","1.1"
"DorothyH98","It","2.1"
"DorothyH98","Tempsoft","1.1"
"DorothyH98","Voltsillam","3.0"
"MasonA","Flexidy","2.0"
"MasonA","Home Ing","2.1"
"MasonA","Quo Lux","1.1"
"GrantA01","Cardify","1.0"
"GrantA01","Cookley","3.0"
"GrantA01","Daltfresh","2.0"
"GrantA01","Flexidy","2.0"
"GrantA01","Keylex","3.0"
"GrantA01","Stringtough","2.0"
"GrantA01","Trippledex","2.1"
"SmithS99","Asoka","1.0"
"SmithS99","Cardify","1.0"
"SmithS99","Greenlam","1.2"
"SmithS99","Konklab","2.0"
"SmithS99","Subin","1.0"
"SmithS99","Vagram","2.1"
"LauraM06","Bitwolf","1.2"
"LauraM06","Cookley","1.0"
"LauraM06","Flexidy","2.0"
"LauraM06","Flowdesk","2.1"
"LauraM06","Lotstring","2.1"
"LauraM06","Redhold","1.0"
